date,route_id,route_status,origin_country,destination_country,shipping_method,trade_route_type,distance_km,estimated_transit_days,shipping_delay_days,port_congestion_index,container_availability_index,weather_disruption_score,geopolitical_risk_score,trade_volume_tonnes,freight_cost_usd,carbon_emissions_tonnes,origin_active_event_count,origin_active_event_risk,destination_active_event_count,destination_active_event_risk,covid_supply_shock_active,russia_ukraine_war_active,events_warmup,fuel_cost_index,commodity_price_index,natural_gas_price,steel_price,wheat_price,copper_price,origin_region,origin_event_region,origin_income_group,origin_port_capacity_index,origin_logistics_performance_index,origin_trade_dependency_score,origin_gdp_per_capita,origin_population,origin_iso3,destination_region,destination_event_region,destination_income_group,destination_port_capacity_index,destination_logistics_performance_index,destination_trade_dependency_score,destination_gdp_per_capita,destination_population,destination_iso3
08/18/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,8.04,22.2,90.48,89.6,19.04,32121.01,3481.04,9751.94,62,1394.79,72,1484.77,0,0,0,59.43,45.02,3.167228395,609.2275652,216.1794447,6911.017762,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
08/25/2019,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,3.21,45.96,79.12,62.65,41.76,28086.98,3430.97,8527.21,60,1375.39,69,1399.92,0,0,0,62.52,72.2,3.329272136,677.1054976,268.2523084,7072.39658,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
09/01/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,11.24,90.14,84.5,95.81,31.01,29995.73,3618.6,9106.7,58,1323.82,67,1363.22,0,0,0,64.33,67.03,4.005102269,700.3046444,235.6920858,6654.695775,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
09/08/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,7.06,17.77,61.06,19.23,77.88,21676.78,3379.93,6581.07,57,1250.1,68,1419.96,0,0,0,54.0,50.32,2.911526386,703.0751788,219.6147924,7115.896995,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
09/15/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,10.93,73.83,88.7,65.61,22.6,31488.27,3522.3,9559.84,63,1344.84,65,1333.13,0,0,0,58.33,41.47,2.600851378,660.4183115,214.7421834,6938.658634,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
09/22/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,5.47,35.44,96.09,97.97,7.82,34111.29,3402.61,10356.19,66,1473.02,65,1349.95,0,0,0,57.63,50.64,2.310340386,651.2031263,220.4493179,7526.642709,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
09/29/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,8.1,60.79,69.0,1.8,62.01,24493.69,3441.9,7436.28,68,1517.07,68,1435.53,0,0,0,56.73,53.19,2.63453498,629.6263475,230.9423823,7471.905918,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
10/06/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,5.12,59.57,86.66,67.52,26.68,30764.2,3563.61,9340.01,69,1528.3,68,1436.87,0,0,0,68.83,47.89,2.983436514,638.9180538,196.3837437,6860.258329,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
10/13/2019,R33,Disrupted,China,United Kingdom,Air,Agriculture,6072,21,13.52,31.95,66.03,94.68,67.94,23440.31,3629.52,7116.48,65,1485.33,72,1594.68,0,0,0,62.02,59.11,3.897278932,572.4407142,242.2864339,6954.748687,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
10/20/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,11.52,79.03,60.24,63.02,79.53,21384.1,3464.7,6492.21,66,1498.58,71,1580.4,0,0,0,53.7,35.24,2.74119435,559.0900558,234.3076263,6977.81573,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
10/27/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,8.12,45.34,70.48,91.8,59.05,25018.77,3560.02,7595.7,66,1465.95,68,1497.02,0,0,0,64.59,55.02,3.111893976,599.8312771,234.3637145,6864.502157,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
11/03/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,9.07,77.39,68.9,92.39,62.21,24458.36,3669.28,7425.56,65,1475.0,68,1471.8,0,0,0,70.61,56.65,2.991788552,591.4907689,228.7695148,7058.507495,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
11/10/2019,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,1.73,31.08,92.74,85.91,14.52,32922.03,3440.88,9995.13,65,1480.48,68,1454.24,0,0,0,65.16,50.32,3.594196637,577.3385975,220.3923332,6772.515379,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
11/17/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,5.92,77.25,91.75,15.44,16.49,32572.43,3333.24,9888.99,66,1441.39,70,1473.08,0,0,0,52.4,49.78,4.263466213,634.8193724,233.4572247,6660.8154,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
11/24/2019,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,4.12,99.29,99.15,15.43,1.7,35198.46,3374.79,10686.25,67,1443.3,74,1558.78,0,0,0,57.58,53.96,2.734565614,647.7652604,231.8362827,7186.813367,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
12/01/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,5.74,74.47,69.91,34.63,60.19,24816.74,3538.56,7534.36,66,1424.86,70,1489.45,0,0,0,66.33,51.88,2.755280279,604.4203443,212.9191858,7188.858875,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
12/08/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,6.78,85.4,96.22,95.2,7.55,34159.34,3411.29,10370.78,63,1392.63,71,1533.5,0,0,0,56.46,46.07,3.522080439,673.8765041,208.5279645,6758.705272,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
12/15/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,7.39,16.66,51.82,75.25,96.36,18396.55,3509.92,5585.19,65,1462.35,72,1582.51,0,0,0,62.22,53.64,3.340945745,542.9155443,222.0371259,7268.606629,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
12/22/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,6.33,47.17,97.16,86.12,5.68,34491.55,3513.47,10471.63,66,1524.44,72,1571.98,0,0,0,63.87,60.93,3.923353663,590.317027,250.980403,6810.526681,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
12/29/2019,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,7.95,72.18,73.24,54.01,53.52,26000.06,3418.29,7893.62,67,1519.91,74,1595.77,0,0,0,55.37,34.28,3.291964093,564.158884,195.2178585,7075.949571,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
01/05/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,3.21,4.61,81.91,12.4,36.17,29079.8,3119.93,8828.63,66,1526.88,77,1638.88,0,0,0,41.79,19.84,2.397300861,506.6731691,190.6494947,7246.103204,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
01/12/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,11.1,85.71,56.97,70.41,86.07,20223.46,3110.57,6139.84,64,1439.9,79,1661.61,0,0,0,30.66,33.9,2.801028303,595.8659657,223.2952168,6989.916231,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
01/19/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,6.85,15.14,50.36,49.64,99.28,17877.65,3142.02,5427.65,68,1526.84,82,1702.54,0,0,0,38.41,40.13,3.021199022,593.9126246,221.017754,7136.422274,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
01/26/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,0.35,27.37,73.57,20.44,52.85,26118.84,3052.53,7929.68,66,1450.52,83,1727.87,0,0,0,41.12,40.83,2.898704927,675.6724872,223.4668333,6845.071107,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
02/02/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,6.56,96.92,75.37,44.0,49.25,26757.78,3124.42,8123.66,66,1441.36,86,1779.44,0,0,0,37.63,37.86,2.765591463,631.5405842,224.879064,6941.060025,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
02/09/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,6.28,1.52,62.22,75.29,75.55,22089.45,3270.03,6706.36,64,1381.45,85,1715.61,0,0,0,47.71,28.95,3.003336743,548.7906588,215.5359549,6938.242171,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
02/16/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,8.44,80.81,60.76,27.72,78.47,21571.34,3152.43,6549.06,65,1417.52,84,1706.79,0,0,0,36.99,49.11,3.046950626,692.7046283,249.7972688,6776.026496,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
02/23/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,9.38,80.8,82.74,79.3,34.53,29371.01,3223.28,8917.04,62,1371.37,86,1757.92,0,0,0,40.46,36.84,3.137417571,661.0516848,187.9819204,6946.967751,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
03/01/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,8.88,61.78,85.68,72.49,28.63,30417.55,3243.35,9234.77,57,1316.94,84,1742.71,0,0,0,42.46,24.98,2.825701702,629.1048852,203.4300595,6535.41451,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
03/08/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,8.32,53.19,84.68,59.4,30.63,30062.95,3300.86,9127.11,57,1306.12,85,1785.34,0,0,0,47.04,25.21,2.478974816,588.6757951,217.9349048,6852.653876,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
03/15/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,4.83,59.43,78.12,83.58,43.76,27732.21,3079.93,8419.5,56,1308.67,85,1766.89,1,0,0,36.97,14.66,2.612353317,552.0280382,187.1362238,6914.537352,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
03/22/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,1.84,1.81,95.61,12.26,8.77,33942.79,3156.66,10305.03,54,1248.63,84,1743.18,1,0,0,46.07,32.94,3.062766311,581.3896612,216.4829119,6923.146074,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
03/29/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,3.93,83.64,88.51,53.89,22.97,31422.54,3137.98,9539.88,54,1229.17,83,1749.6,1,0,0,42.04,41.73,2.20280234,654.437431,253.2294033,6927.550766,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
04/05/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,7.24,10.91,70.64,48.34,58.72,25077.32,3152.08,7613.47,55,1274.11,84,1794.46,1,0,0,38.56,41.41,2.706686156,694.2293153,220.4177298,6981.47074,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
04/12/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,7.75,29.79,52.38,33.03,95.23,18596.57,3238.05,5645.92,56,1307.55,87,1853.82,1,0,0,43.62,43.71,2.382831005,677.1621764,224.6140181,7143.832455,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
04/19/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,5.11,28.92,69.69,45.01,60.61,24741.44,3171.44,7511.5,56,1261.56,84,1790.04,1,0,0,42.7,26.77,2.56221655,575.5575289,194.7967047,7262.355122,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
04/26/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,6.73,88.34,63.66,45.9,72.67,22600.38,3161.79,6861.48,53,1178.0,85,1793.87,1,0,0,39.9,22.46,3.093342042,544.0191283,207.6727718,6805.070432,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
05/03/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,6.82,46.52,52.89,39.12,94.22,18775.85,3198.8,5700.35,53,1170.51,90,1923.83,1,0,0,42.24,22.46,2.631217104,607.0443123,212.4960724,6639.039743,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
05/10/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,0.0,12.88,84.12,20.18,31.75,29863.69,3038.57,9066.62,53,1182.69,88,1899.6,1,0,0,40.65,14.22,2.569735533,511.5780317,213.6456981,6687.386676,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
05/17/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,11.78,95.88,51.23,66.17,97.53,18188.08,3300.41,5521.9,49,1099.16,83,1828.2,1,0,0,42.4,34.66,1.97206114,616.1583857,245.6328759,6853.839124,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
05/24/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,1.79,1.59,98.81,7.49,2.38,35078.31,3129.35,10649.78,51,1128.97,83,1816.89,1,0,0,44.32,35.72,2.867157766,592.6198707,231.1538212,6894.423605,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
05/31/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,3.17,46.36,99.07,9.99,1.85,35171.08,3205.42,10677.94,50,1124.23,83,1778.81,1,0,0,47.55,20.06,2.824330777,576.6981749,197.7708409,6769.00118,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
06/07/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,6.56,60.58,75.47,56.1,49.06,26792.48,3125.03,8134.2,51,1133.06,82,1738.05,1,0,0,37.67,28.59,3.469383257,520.2648466,224.9300956,6611.165001,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
06/14/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,10.57,16.7,51.22,98.16,97.56,18183.9,3382.19,5520.63,55,1207.42,85,1845.6,1,0,0,49.47,34.66,2.41919425,625.6800053,229.964435,6863.163752,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
06/21/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,6.91,20.25,60.19,64.06,79.61,21368.79,3094.51,6487.56,57,1262.8,86,1852.67,1,0,0,35.17,36.13,2.643138889,573.364958,242.8029808,7054.427986,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
06/28/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,3.14,81.18,98.24,13.31,3.52,34875.8,3113.53,10588.29,57,1292.49,87,1910.27,1,0,0,41.47,38.56,2.655988066,541.5041582,251.6108137,7178.50884,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
07/05/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,3.85,81.84,77.43,6.51,45.15,27486.34,3166.63,8344.85,57,1313.85,88,1898.64,1,0,0,44.06,21.69,3.220417644,456.3868893,199.6981162,6832.773084,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
07/12/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,3.51,10.12,99.65,61.89,0.69,35376.85,3143.74,10740.41,57,1293.26,84,1829.73,1,0,0,42.98,22.3,2.509499399,598.6242547,203.7828498,6876.100653,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
07/19/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,9.29,60.24,80.55,80.55,38.91,28593.88,3212.0,8681.1,57,1212.57,85,1838.94,1,0,0,39.82,27.22,2.668584148,688.6125798,194.8484428,6721.990507,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
07/26/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,2.72,53.44,91.08,52.88,17.84,32333.87,3102.2,9816.56,59,1295.8,86,1873.92,1,0,0,41.27,40.73,2.808356017,683.0629607,215.3196028,6990.568249,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
08/02/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,9.57,67.22,59.42,54.16,81.15,21095.6,3224.28,6404.63,64,1376.31,90,1950.94,1,0,0,40.27,25.62,2.629308877,577.1451872,229.3271675,6745.47141,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
08/09/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,7.1,61.45,63.63,54.34,72.73,22589.87,3169.91,6858.28,66,1403.12,85,1798.11,1,0,0,39.94,36.49,2.360265714,569.889397,239.7466903,7171.938344,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
08/16/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,5.04,11.84,61.99,29.58,76.01,22007.79,3204.18,6681.56,67,1448.5,80,1715.34,1,0,0,44.97,26.55,2.632488247,623.4387128,218.4809795,6464.240052,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
08/23/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,11.14,96.87,69.92,81.4,60.15,24822.67,3300.33,7536.16,68,1455.4,80,1719.7,1,0,0,43.25,26.45,3.006293494,550.080728,213.6030495,6892.111098,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
08/30/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,9.58,64.17,61.31,91.95,77.38,21764.65,3213.99,6607.75,63,1391.58,75,1612.22,1,0,0,39.57,32.78,2.113730998,615.089595,223.0351598,7090.332202,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
09/06/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,3.4,51.49,82.97,19.87,34.07,29452.94,3173.96,8941.91,66,1459.65,73,1600.17,1,0,0,45.15,32.4,2.606512112,638.3040139,203.297142,7055.150355,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
09/13/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,0.07,87.8,93.06,23.08,13.88,33036.15,3076.27,10029.77,66,1426.32,73,1610.14,1,0,0,43.08,55.5,2.252448654,661.3466612,261.7907744,7807.910099,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
09/20/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,5.1,61.71,87.75,91.71,24.51,31149.76,3203.48,9457.07,64,1421.25,75,1684.51,1,0,0,44.85,32.04,3.057894817,594.9922962,187.8467795,7104.940007,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
09/27/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,8.23,80.7,67.4,59.44,65.2,23926.89,3256.54,7264.2,64,1438.58,77,1707.56,1,0,0,44.2,21.53,1.902645565,589.8163125,223.6948116,6698.783621,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
10/04/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,7.76,55.22,58.61,16.51,82.78,20805.71,3170.42,6316.61,61,1371.73,74,1646.17,1,0,0,39.1,31.5,2.312458215,556.1008707,260.4721244,6971.360726,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
10/11/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,10.5,97.95,59.16,36.53,81.67,21002.8,3239.47,6376.45,63,1395.82,72,1538.62,1,0,0,40.04,19.23,2.710315047,558.6559823,220.1359969,6467.1261,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
10/18/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,4.06,85.04,63.39,84.14,73.21,22505.08,3179.25,6832.54,66,1442.35,74,1569.24,1,0,0,44.62,36.93,3.215347712,588.6760554,216.1992193,6975.820075,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
10/25/2020,R33,Delayed,China,United Kingdom,Air,Agriculture,6072,21,9.58,48.59,54.99,76.11,90.03,19519.77,3282.48,5926.2,64,1402.0,76,1557.14,1,0,0,44.14,25.69,2.522056139,618.3682753,212.8510915,6750.083183,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
11/01/2020,R33,Normal,China,United Kingdom,Air,Agriculture,6072,21,3.4,77.94,88.04,22.83,23.93,31253.24,3125.69,9488.48,63,1389.34,75,1551.36,1,0,0,41.93,39.81,2.314040201,645.6792313,216.3921664,7274.617083,East Asia & Pacific,Asia,Upper middle income,74.42,68.8,51.99,1769,670991378,CHN,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR
